protein	Intercept_value	Intercept_se	Intercept_t	Intercept_p	beta_value	beta_se	beta_t	beta_p	rsquared	samples	rsquared_rank
P98082	-0.153363618765975	0.0959308075205073	-1.59868995925204	0.119142633639976	0.227558492304743	0.140469406779893	1.61998614161811	0.114474890221374	0.0716560084659048	CSF	879
P98160	0.439839877559013	0.461963380543469	0.952109833990674	0.347761241618396	0.861233297760231	0.21701447999881	3.9685522263996	0.000354335045204268	0.316574765309552	CSF	325
Q00796	-3.28168932102006	1.28533569753412	-2.55317682945855	0.0153316830275408	0.289558558651852	0.176168806802792	1.64364261702693	0.10946714422275	0.0736088867893693	CSF	875
Q01151	0.775070002939786	0.502742901225697	1.54168263947666	0.132407677399785	0.967279557035552	0.1999724825478	4.83706330346898	2.7910142428492e-05	0.407636417509628	CSF	173
Q01344	-2.87818639741027	0.786732318501999	-3.65840620719709	0.000851612373906151	0.120602928787268	0.189856501741521	0.635232018292753	0.529529388429738	0.0117290242505082	CSF	1170
Q01469	2.99842445492273	0.469881750167067	6.38123198838141	2.7666244418377e-07	0.771826027967205	0.245971223775719	3.13787123599048	0.00350562684065154	0.224562854552378	CSF	531
Q01543	0.348845400565278	0.072023790172218	4.84347463152306	2.73830448069318e-05	-0.0512296198448112	0.114298128126765	-0.448210488521683	0.656844584927739	0.00587390054767222	CSF	1253
Q01638	-0.877142286271689	0.498822955236146	-1.75842406020879	0.0876747897359042	0.796743142610333	0.156814312231536	5.08080628146966	1.34955639613434e-05	0.431576834412872	CSF	135
Q01973	0.561131072484232	0.20609322381784	2.72270510446379	0.0101418824153519	0.723182638954218	0.210059206001515	3.4427562243999	0.00154538239482258	0.258493042198303	CSF	459
Q02083	-1.38873011853329	0.618987890796451	-2.24354973527255	0.0314849792747518	0.365257792348943	0.224112732032128	1.6297949207838	0.112376097878474	0.0724632995889294	CSF	876
Q02246	3.26243107599767	1.76012258616562	1.85352492016183	0.0725010791304266	0.288871417078506	0.343448571015364	0.84109075261106	0.406173830771147	0.0203827704801708	CSF	1093
Q02487	0.314605378414046	0.141728350580935	2.21977732136513	0.0332066132455462	0.811845391425857	0.202489152969351	4.00932780606149	0.000315275828794613	0.321014532704089	CSF	310
Q02643	0.00352394129342746	0.0561662291358323	0.0627412832879553	0.950339926846852	0.0955490403606896	0.153948619727245	0.620655388336552	0.538964930452754	0.0112028711244825	CSF	1179
Q02742	-2.28521810227004	0.305191436549397	-7.48781855777979	1.08737578772081e-08	0.113683480983679	0.0819312300046413	1.38754759299036	0.174302657750685	0.0535914508329981	CSF	932
Q02747	-0.38762737854879	0.444140773136516	-0.872757922699532	0.388917254682759	0.850665732493911	0.212974701688685	3.99421023130422	0.000329240005234621	0.319369945820764	CSF	316
Q02763	0.257810618265924	0.603641758318967	0.427092086842832	0.672004837603895	0.900942310088136	0.209792487592561	4.29444505104426	0.000138185732332099	0.351667889513656	CSF	246
Q02790	0.321036626077278	0.128127934540192	2.5055943282733	0.0171766541516038	0.690151073063114	0.129245797334647	5.33983376864593	6.21743943427408e-06	0.456120303376133	CSF	106
Q03154	-1.60489499754919	0.322466458840189	-4.97693621631689	1.84012938690143e-05	0.701328924522587	0.143970488332944	4.8713380960458	2.52046823826198e-05	0.411050781700936	CSF	166
Q03167	-0.163768286549085	0.37015823777557	-0.442427777734286	0.66098151446217	0.877293367841901	0.224629689005553	3.90550942631726	0.000424186969771379	0.309686773958167	CSF	348
Q03393	-0.054053005643924	0.101866819195031	-0.530624260883573	0.599128262889622	0.484783678749223	0.22974675820507	2.11007842955725	0.0422878431811101	0.115790624039556	CSF	768
Q03403	0.748087707175711	0.57061751898555	1.31101426487162	0.198638909071723	0.942482819022157	0.172651112617888	5.45888644869645	4.35215521922497e-06	0.467079972353241	CSF	93
Q03405	0.362438646861033	0.653340485049808	0.554746958369497	0.582699050386702	0.838814861984901	0.213115975922342	3.93595486379941	0.000388922181122193	0.313016686702197	CSF	336
Q03426	-2.02635978276782	0.108718991613036	-18.6385078881181	2.01324539368086e-19	0.0226289910536846	0.133809077665054	0.169114020128953	0.866709095106259	0.000840456327350077	CSF	1387
Q03431	-1.16198639473181	0.156084093140917	-7.44461765032477	1.23118302345349e-08	0.731564682593645	0.223307177394843	3.27604643580319	0.00242740429729464	0.239925892543136	CSF	499
Q04637	-0.593455586629725	0.373825116543146	-1.58752197315567	0.121652067591921	0.172077549804586	0.148353828823016	1.15991310214091	0.254164830748966	0.0380643157312996	CSF	990
Q04759	0.0594065812867003	0.0502002446476709	1.18339226638523	0.244862186085716	0.135428775894242	0.0937875192014291	1.44399571550005	0.157892508721746	0.0577834691096368	CSF	916
Q04760	-3.00855848779493	0.538579019687594	-5.5861041329461	2.97259708256509e-06	0.699261405457491	0.195186705331091	3.58252578868704	0.00105176301164658	0.274039297647457	CSF	419
Q04900	2.05451591206755	1.29644808856694	1.58472670844735	0.122286870673894	0.703032305402129	0.187743519754446	3.7446421922932	0.000668806135482373	0.291996259345491	CSF	387
Q05084	0.408581469627574	0.0707072621995583	5.77849370655064	1.67050492469493e-06	0.0331101634350173	0.136127225748061	0.243229546867401	0.809289102116602	0.001736995610152	CSF	1356
Q05315	-3.48336830195224	0.705174694658865	-4.93972391286297	2.05603544363917e-05	-0.203046965951184	0.155320448257608	-1.30727774886677	0.199890466304295	0.0478584195510898	CSF	953
Q05516	-0.563291238047737	0.063062066912778	-8.93233072786582	1.93499610307413e-10	-0.0451633574727458	0.109881972260402	-0.411016989808996	0.683639234417845	0.00494410979096027	CSF	1275
Q06033	-3.86293702898589	0.583620984557402	-6.6189138691019	1.36882192055051e-07	-0.00988433165047147	0.165261005268523	-0.0598104291717879	0.952656798408495	0.000105203267511344	CSF	1435
Q06141	0.974750816925983	0.613707209913983	1.5882994385264	0.121475984796475	1.04850186316723	0.205080136454889	5.11264465341266	1.22707889173252e-05	0.434644349291758	CSF	131
Q06323	-1.16747898040116	0.445337178800283	-2.6215618995618	0.0129977506437933	0.506400432607064	0.149738234383758	3.38190465976266	0.00182407080948439	0.251715757353651	CSF	481
Q06418	1.8495710581794	0.801766203004395	2.30687082000793	0.027282901144254	0.614625074755975	0.204998510344445	2.99819288307638	0.00504888316126409	0.209102956330587	CSF	571
Q06520	-0.628298905987746	0.230952742109059	-2.72046523565871	0.0101982533955821	-0.123734929112038	0.160360450488728	-0.771605023152116	0.445678369080644	0.0172096508159851	CSF	1119
Q06787	-0.0245888494427992	0.0617087103309206	-0.398466428984474	0.692777787602707	0.25850201174221	0.135090013921154	1.91355381673945	0.0641271812061078	0.0972258117900519	CSF	811
Q06830	0.90675715192208	0.454156412119535	1.99657458911627	0.0539284314062669	1.02926509306441	0.213464862994051	4.82170732282575	2.92138837369137e-05	0.406101726654463	CSF	179
Q07011	-1.71373931775944	0.577275420381907	-2.96866843321631	0.00544858970096655	0.49037554622478	0.151932437653764	3.22758953780684	0.00276334336997989	0.234533080528728	CSF	510
Q07065	0.93900098687447	0.305746258809874	3.07117735644439	0.0041763294681696	0.876424280300057	0.231380699972378	3.78780200943589	0.000592231937135961	0.296757033196706	CSF	376
Q07108	0.854116843667054	0.278399381504	3.06795524850972	0.00421163200721172	0.911348678270559	0.166280055544208	5.48080571231385	4.07547273651027e-06	0.469075450577895	CSF	92
Q07325	-0.18643933111339	0.165365527004711	-1.12743771020715	0.267451358230663	0.8870890001972	0.148012616767531	5.99333367364529	8.7854998558281e-07	0.513730314582098	CSF	64
Q07507	0.316056797236325	0.60418101993749	0.523116064236882	0.60428627977717	0.937704960861546	0.194726744482192	4.81549138694352	2.9758636514123e-05	0.405479630919041	CSF	180
Q07654	0.672176772506299	0.249549762447112	2.69355805397233	0.0108985749625861	0.743227301163449	0.304862135979916	2.43791279220195	0.0201523899149251	0.148795945954516	CSF	699
Q07812	-0.366164144318128	0.150429825507279	-2.43411931831571	0.0203323325010761	0.0557601500198199	0.160400358521703	0.347631080963422	0.730260203919094	0.00354174581735425	CSF	1308
Q07954	-0.821804780511643	0.3455584761774	-2.37819309079761	0.0231604455678371	0.754624171558848	0.182168690015116	4.14244715431741	0.000214866965059358	0.33541658636258	CSF	280
Q07960	-0.98119594999362	0.0720205832407002	-13.6238267706659	2.47999112307599e-15	-0.128851316073114	0.110553487296856	-1.16551109534089	0.251923852455208	0.0384184661724525	CSF	988
Q08174	-0.0491046891722621	0.0910302007553175	-0.539432943845219	0.593103538378968	1.20145172961882	0.259688163689326	4.62651709862357	5.21066904221247e-05	0.386333212488863	CSF	201
Q08334	0.322475252292086	0.131937426098893	2.44415297332219	0.0198595429715424	0.757669978528979	0.188738875617486	4.01438217775832	0.000310737455483143	0.321563988619707	CSF	309
Q08345	0.978177616252424	0.752073971622377	1.30064016727277	0.202128564512177	0.773046767008196	0.19178570215813	4.03078414245295	0.000296445333505109	0.323345660583558	CSF	306
Q08431	1.261216548431	0.788934797250611	1.59863217191873	0.119155508513614	0.696608868982804	0.19519831409903	3.56872379865634	0.00109275625564287	0.272506138730621	CSF	421
Q08629	0.970963330285228	1.31881182567745	0.736240994644147	0.466633656936758	0.818546801680759	0.231204155131274	3.54036371541854	0.00118188345642223	0.269354193417921	CSF	428
Q08708	0.4211864491267	0.314100973037264	1.34092691612494	0.188834471575725	0.836360806705621	0.172607257931661	4.84545561251401	2.72221873137872e-05	0.408473856543764	CSF	171
Q08AG7	-0.0589721081152811	0.0507319373520637	-1.16242570643485	0.25315720335527	-0.165252420465462	0.1046522557493	-1.57906219299594	0.123581570448544	0.0683256384258932	CSF	884
Q0Z7S8	-1.91306232671242	0.379390217276634	-5.04246614592464	1.51328873389484e-05	0.243176537342036	0.156822287439501	1.55065036553461	0.130244984590343	0.0660499515884266	CSF	892
Q10471	0.151808029007207	0.273894546598329	0.554257216482065	0.583030404825724	0.834701098664007	0.281902976437706	2.96095170477371	0.00555787448813997	0.204998873516416	CSF	583
Q10588	0.349229483545741	0.335207588255109	1.04183048290649	0.304842082496362	0.884069170944364	0.139904351852258	6.31909700620292	3.32737885152167e-07	0.540111644768819	CSF	52
Q10589	1.17043044292385	0.285269034456199	4.10290042575077	0.000240869245627811	1.15023440832053	0.186302514528594	6.17401440464181	5.12413762652626e-07	0.528553398248257	CSF	56
Q11201	-1.85307448221668	0.569699911008501	-3.25272032943854	0.0025839352445164	0.489111283822844	0.213072392804547	2.2955169244826	0.0279970411724186	0.134185860379543	CSF	727
Q12765	0.798472613288067	0.142934188301105	5.58629550269671	2.97089291402866e-06	0.409128183586483	0.178262923387618	2.29508287989235	0.0280246727805723	0.13414192683442	CSF	728
Q12778	-0.122480821307369	0.129559962091354	-0.945360119980631	0.3511453731652	0.245236146318213	0.117208987818662	2.09229813244038	0.0439505706876092	0.114069112168496	CSF	771
Q12794	-1.6257814823729	0.598881123583767	-2.71469815686301	0.0103447370652084	-0.0154156629726782	0.309366238925241	-0.0498298166801692	0.960549592618533	7.30243914717349e-05	CSF	1439
Q12805	0.26297299174682	0.313927832336779	0.837686132476157	0.408057174132143	0.707625084613773	0.248110572902935	2.85205534102978	0.00733741323281492	0.193054949927481	CSF	608
Q12846	-1.63371840934272	0.388635708751631	-4.20372696731993	0.000179916121205216	0.111857385359188	0.18975300571942	0.589489399312001	0.55943013753369	0.0101171198673997	CSF	1193
Q12860	-0.470885029646548	1.40879491181216	-0.334246685375119	0.740246488099895	1.02480073712252	0.283888785913191	3.60986691963201	0.000974898274963571	0.277074708488042	CSF	415
Q12864	-2.16774239844079	0.494845243699647	-4.38064713370577	0.000107419228984564	0.148559631605709	0.158588607246401	0.936761058597924	0.355488193201619	0.0251600815848666	CSF	1068
Q12866	-1.69685173516918	0.700880293378358	-2.42102931299449	0.0209645488185086	0.501091522210015	0.14505557192598	3.45447965601566	0.00149661359039121	0.259798359786533	CSF	451
Q12884	-0.904324723685584	0.770894638520909	-1.17308472325178	0.248914948081492	0.668415343283831	0.234501787140712	2.85036353638854	0.00736887167866385	0.192870143196311	CSF	609
Q12912	-0.559378602026261	0.0789017935037592	-7.08955496682861	3.44188231031245e-08	0.0811209550923007	0.0883749279503812	0.917918203428089	0.365127685503028	0.0241823073214838	CSF	1078
Q12918	0.429724113165104	0.55484982544224	0.774487245846379	0.443995497011359	0.857252557248783	0.15930030162185	5.38136179606078	5.49015939000012e-06	0.459966479503989	CSF	102
Q12933	-1.56795776482966	0.178448304332238	-8.78662182135622	2.8716130247506e-10	0.188048307839573	0.185322721481834	1.01470724332098	0.317412224954768	0.0293931385069673	CSF	1037
Q12968	-0.948024927241407	0.0440074055817094	-21.5423953016542	2.13115644616474e-21	-0.0382282897186693	0.124412347470405	-0.307270865761641	0.760511459535664	0.00276923313920779	CSF	1327
Q13007	-0.112531558236485	0.0616635919812191	-1.82492706994363	0.076808793286508	-0.036295944839867	0.143093250636533	-0.253652388763334	0.801291739501037	0.00188876506061456	CSF	1348
Q13043	0.399099441768676	0.132496452280155	3.01215190973421	0.00486969191474894	0.0558918523864662	0.182237201735638	0.306698368138606	0.760943460051214	0.00275895209573945	CSF	1328
Q13093	-3.65509534084931	0.661781163213294	-5.52311782810787	3.59012807739928e-06	0.221165124780945	0.149594159114738	1.47843422557235	0.148496902070467	0.0604040730565771	CSF	911
Q13105	-1.33204653730626	0.154929744728435	-8.597745640394	4.80960895957585e-10	-0.0196413759751132	0.129952050059469	-0.151143256040399	0.880755926366893	0.000671439567365621	CSF	1397
Q13145	0.63118744962698	0.747734481686075	0.844133131594665	0.404495463971891	0.813912816850695	0.193609174963628	4.20389590009667	0.000179827941142316	0.342012838609943	CSF	263
Q13158	-0.135745274445762	0.168455725227098	-0.805821673693555	0.425945929074811	-0.0608270651777236	0.175339135183621	-0.346910945545747	0.730796310924905	0.00352713890686446	CSF	1310
Q13219	1.17384225631334	0.104982997322668	11.1812606445738	6.20088276057922e-13	0.0119211222292818	0.16887029885707	0.0705933625389728	0.944134991332688	0.000146549779854104	CSF	1432
Q13231	-0.174878607654173	0.139639589855065	-1.25235692711274	0.218986098756161	1.01659199439162	0.0772954688054198	13.1520257280637	6.82563096712948e-15	0.83572957243342	CSF	2
Q13232	-0.0745348848949365	0.392902857805055	-0.189703086689988	0.850669823358307	0.773032383246907	0.196657736989363	3.93085161601711	0.000394626972821159	0.31245897338879	CSF	339
Q13241	-1.52993859228897	0.795408209473303	-1.92346341673045	0.0628281732567641	0.647683753008616	0.15920476491539	4.06824351867125	0.000266171610948184	0.327406669417304	CSF	295
Q13261	-0.652641541938449	0.100313810242918	-6.50599892834324	1.91126788403495e-07	0.115636329035215	0.123911983876611	0.933213442457378	0.357290132423439	0.0249746248485714	CSF	1072
Q13275	0.661082883070264	0.241849501460877	2.73344736737944	0.00987553514475582	0.764785306528152	0.234871654672166	3.25618392562371	0.00256009819901501	0.237714885709437	CSF	504
Q13291	-3.69538811669842	0.579076747797704	-6.38151701091852	2.76428471605844e-07	-0.272783293569796	0.197819052814087	-1.3789535926358	0.176913853798223	0.0529647040245756	CSF	934
Q13308	0.124418719945249	0.0860913856333804	1.44519360479439	0.157557977156858	0.495572549774804	0.139366067746887	3.55590537773404	0.00113220664328837	0.27108175820098	CSF	425
Q13332	0.80218722142589	0.579935732687584	1.38323468655455	0.175609307334876	0.812688866519872	0.181394201160841	4.48023620004956	8.02022740436857e-05	0.371214763831072	CSF	224
Q13361	-0.22841542107303	1.04637668660146	-0.218291771976403	0.828506739983446	0.821392241822927	0.243344270492686	3.37543283907978	0.00185640069127794	0.250994858112801	CSF	483
Q13421	-1.51219410708962	0.172374614408093	-8.77271930256234	2.98226068552125e-10	0.742317174746226	0.106084839852114	6.99739167048792	4.50349917053124e-08	0.590181175815448	CSF	30
Q13426	0.0121871436967267	0.0568953834783553	0.214202681336405	0.831668491367563	0.192574052453055	0.105995846115815	1.81680754019965	0.0780708758381575	0.0884911464381568	CSF	836
Q13444	0.625243601931939	0.113435342705913	5.51189415059921	3.71293511130973e-06	0.816393264723024	0.202193316160245	4.03768670610262	0.00029062463015882	0.324094821965446	CSF	305
Q13451	0.110891237971115	0.385335363512327	0.28777851313812	0.775263202578106	0.556738399331	0.189837261903304	2.93271401909801	0.00597563410704313	0.201893137979719	CSF	591
Q13459	-0.698143667138448	0.0576009781926013	-12.1203439428416	6.82399004578343e-14	-0.0641777680808889	0.100933113951425	-0.635844526819763	0.529134836604874	0.0117513881319251	CSF	1169
Q13478	0.0822685005462572	0.879611768470921	0.0935281944775127	0.926032935705048	0.89586452800077	0.1598446052124	5.60459658185119	2.81235640664826e-06	0.480213746496363	CSF	80
Q13490	-0.141091500724124	0.106633030338547	-1.32315006219157	0.194615260810234	0.0162893082114677	0.124893332250565	0.130425763473005	0.89699821931769	0.000500069798538029	CSF	1406
Q13508	0.0303538753740158	0.356993422928947	0.0850264274478166	0.932739090760131	1.06631315762782	0.196865086204937	5.41646656694514	4.94205023336459e-06	0.463198381480345	CSF	99
Q13541	0.727097089642626	0.159129838694501	4.56920647697329	6.17149874725827e-05	0.501313976700835	0.225124427132084	2.22683066021399	0.0326872207758086	0.127282616460385	CSF	746
Q13561	-0.786864193458715	0.149037202095883	-5.27964952638123	7.44536698943397e-06	0.0557799102104418	0.082533291122701	0.675847399899692	0.503708949076082	0.0132563125279202	CSF	1155
Q13574	0.421429425582155	0.0622662614099206	6.76818257656	8.81714897191527e-08	0.0897325640781953	0.171526271758656	0.52314180887959	0.604268558061562	0.00798505947831301	CSF	1220
Q13576	-0.366546616184719	0.119572525444232	-3.06547524042781	0.00423899611239657	0.108286613895694	0.101114341889931	1.07093229181643	0.291743469127977	0.0326315010723808	CSF	1016
Q13651	-0.424077880091121	0.065559711890446	-6.4685744928193	2.13528862312706e-07	0.154353888496766	0.175084481857946	0.881596626147605	0.384185122577406	0.0223483296353589	CSF	1083
Q13740	0.879550652886884	0.399099229119785	2.20383951837426	0.0344074890458483	0.801948429766741	0.181033228751918	4.42984105898981	9.29965509585198e-05	0.365949533428492	CSF	228
Q13822	1.48284112364001	2.18551893003631	0.678484685381047	0.50205665638148	0.690148539271407	0.672272284520589	1.02659079537031	0.311861764242595	0.0300648145296186	CSF	1032
Q13867	0.0223121700581378	0.162990949678009	0.136892079604517	0.891923511644723	0.856308108233979	0.141138631138905	6.06714193926978	7.04764940815018e-07	0.519843263133999	CSF	62
Q14005	-2.12727624707255	0.820071717792039	-2.59401245149635	0.0138954811021186	0.469816520997178	0.180975067167809	2.59602899089707	0.0138278787199342	0.165426394590807	CSF	671
Q14108	0.905316160185438	0.164444577209113	5.50529652938455	3.78707605966887e-06	0.759344797524071	0.153413882524606	4.94964852611876	1.99610625234668e-05	0.418793687642382	CSF	152
Q14112	0.4102885382528	1.37386138910598	0.298638961329125	0.767033205520138	0.937987996711857	0.322503483187624	2.90845849924096	0.00635789274078391	0.199229957705064	CSF	597
Q14116	0.718282352489098	0.489291712072716	1.46800433108982	0.151294161579281	0.930588888219686	0.127435228624517	7.30244609959172	1.85541057498629e-08	0.610653077068602	CSF	24
Q14118	0.401776519073015	0.693419980711988	0.579412953547256	0.566130201435333	0.894937205059778	0.260823067423389	3.43120420252953	0.00159493048109581	0.25720666200815	CSF	461
Q14126	-0.46380962287048	0.382376499915893	-1.21296581503439	0.233503291995851	0.756337627537788	0.26619927747111	2.84124598204393	0.00754059506726677	0.191874607799391	CSF	613
Q14162	0.592892006485283	0.183880682402687	3.22433003150862	0.00278746532537129	0.984184447638375	0.260484384905702	3.77828578091029	0.000608347044111825	0.295708178409842	CSF	378
Q14203	-0.837597999791911	0.203866038818919	-4.10857053310333	0.000236960147563712	0.147109874127544	0.134333960609567	1.09510561186467	0.281167567700761	0.0340705011173415	CSF	1006
Q14210	0.169890675592083	0.197301532436911	0.861071242041198	0.395230791985906	0.760449738266448	0.150841449048314	5.04138446736135	1.51818399678219e-05	0.427759302147046	CSF	140
Q14213_Q8NEV9	0.914463132554346	0.497943827018914	1.836478500053	0.0750432272712133	1.05514709234876	0.179373488907385	5.88240268267041	1.22403702145312e-06	0.504392404824264	CSF	69
Q14241	-3.19708254741043	0.772120369659696	-4.1406530290342	0.000215984653255859	0.0709334113611064	0.191786090855465	0.369856912170778	0.713783004013075	0.00400723439165378	CSF	1297
Q14242	0.195166249379799	0.136130547110158	1.4336697642291	0.160799558149293	0.723020625188807	0.153550794596773	4.70867394133303	4.08593549664142e-05	0.394712029314888	CSF	190
Q14393	0.0453156636243331	0.7618855362976	0.0594783093593634	0.952919369429076	0.943211868145629	0.276241422990239	3.41444761591369	0.00166952321871735	0.255340509322945	CSF	468
Q14435	-1.55342148758928	0.291449406665784	-5.32998679036822	6.40354437413126e-06	-0.00323470123784361	0.175866185060916	-0.0183929687035809	0.985432876409172	9.9499391662817e-06	CSF	1455
Q14508	0.640469246273879	0.957421189482269	0.668952445704921	0.508042856714531	0.834843427197902	0.213550230778628	3.90935389839651	0.000419567659006749	0.310107603998376	CSF	343
Q14512	-4.50577916704605	1.22533964651402	-3.67716753462158	0.000808123671804245	0.117305339704926	0.242881171163723	0.48297420151129	0.632209549602922	0.00681395962666453	CSF	1236
Q14515	0.5612087980028	0.976494234987993	0.57471798388006	0.569265681638616	0.780570312382817	0.250241890317558	3.11926317129506	0.00368168781689551	0.222498207720538	CSF	539
Q14696	0.786196911737867	0.150503272860762	5.22378614626686	8.80053750288632e-06	0.945041610502589	0.254201540709389	3.71768639900963	0.00072141732232892	0.289018143143297	CSF	394
Q14739	0.383283966987144	0.393363648098205	0.974375666994666	0.336751870649606	0.57441496136131	0.220696783816426	2.60273372102742	0.0136052840115555	0.166139839183468	CSF	666
Q14767	-0.33645593258273	0.961618943926126	-0.349884883932337	0.728583244109516	1.07734237532776	0.279784900026418	3.85060943326831	0.000495813124874943	0.303666708943819	CSF	363
Q14773	-3.14141160966827	0.579783406026509	-5.41825029315281	4.91570765049779e-06	0.299528258473354	0.115224551806907	2.59951767029047	0.0137116400733178	0.1657975446223	CSF	669
Q14790	-2.11803440705687	0.572126398497469	-3.70203929170075	0.000753775019448471	-0.0470261441858168	0.153423685996977	-0.306511630718764	0.761084386938587	0.00275560272350357	CSF	1329
Q14956	-0.0139798541650767	0.188408792286653	-0.0741995848251454	0.941286414584433	0.926505645970753	0.204630184136917	4.52770762963704	6.97455982599685e-05	0.37614835010201	CSF	215
Q15043	-1.11946565875018	0.235612368264118	-4.75130260350031	3.60076695513032e-05	0.178472111220386	0.157172911067511	1.13551444716658	0.26410121647095	0.0365376944154818	CSF	993
Q15067	-0.0197298671589324	0.0871999690574382	-0.22626002477061	0.822353935191428	-0.127394867388483	0.178618767244612	-0.713222184620838	0.480575346117597	0.0147408071792676	CSF	1138
Q15109	-0.205080114623746	1.14701639620778	-0.178794405469507	0.859160311174817	0.892906906568669	0.309886156208733	2.88140302068617	0.00681133704819663	0.196264680148177	CSF	602
Q15113	0.639352832512715	0.461803408265925	1.38446971388429	0.175234362688934	0.58442548350302	0.385909876867696	1.51440924043357	0.139164006424644	0.063191464945406	CSF	898
Q15116	-1.88331664328834	0.659388543738565	-2.85615614825581	0.00726168160614002	0.389215454354634	0.215546564960785	1.80571402019534	0.0798236998157914	0.0875080607791058	CSF	840
Q15126	-1.96925191259431	0.286587088586615	-6.87139090007939	6.5118618285971e-08	-0.0418592563348212	0.0920717198508898	-0.454637497839861	0.652259589257031	0.00604253795652031	CSF	1250
Q15155	0.553002192060681	0.327955366344031	1.68621174956038	0.100911936189025	0.986090357406597	0.213253947190335	4.62401925215707	5.24928082911922e-05	0.386077177018337	CSF	202
Q15165	-0.0365247558067927	0.0364223736471266	-1.00281096890219	0.323036012254197	0.280671257037117	0.139408921980154	2.01329479527194	0.0520546505414341	0.106517699512259	CSF	785
Q15166	-1.82938571730395	0.622877982812741	-2.93698889314238	0.00591054573432759	0.742702240448312	0.117301323959556	6.33157593945307	3.20624623233481e-07	0.541091564779532	CSF	51
Q15303	1.04693942907804	0.653939770060855	1.60097225617677	0.118635053538171	0.811867939993213	0.164480227765243	4.93596069888694	2.07922380696589e-05	0.417446198110104	CSF	157
Q15389	0.27559734060052	0.814335066811066	0.338432362589712	0.737118482734265	1.33980631019708	0.46163727818032	2.90229228340987	0.00645867068492421	0.198553634427146	CSF	599
Q15427	-1.02779248061942	0.245172262803419	-4.19212381069187	0.000186075389142103	-0.0987526801631738	0.162841364105096	-0.606434861964432	0.548254091010632	0.0107008198124009	CSF	1186
Q15485	-3.46308148119321	0.884700955350291	-3.91440911219773	0.000413568147868925	0.51127880494685	0.132795170426506	3.85013101986122	0.000496486314745232	0.303614164838866	CSF	365
Q15517	-2.80096103524595	1.13198488559991	-2.47438024206617	0.0184951787319498	0.0900030619573014	0.358919575636452	0.250761084283865	0.803508075235144	0.00184603061517691	CSF	1351
Q15582	0.0516243662283061	0.704946123488894	0.0732316477928961	0.942050918446318	0.82173378345487	0.300598214591548	2.73366155740958	0.00987029121707588	0.180187653082912	CSF	637
Q15633	-0.490668217214031	0.155964736539323	-3.14602023573657	0.00343106954673192	-0.178939291382399	0.107098014266588	-1.67079933841708	0.103942899779795	0.0758752724247735	CSF	868
Q15661	-1.13628975852654	1.26497439637554	-0.898270954560253	0.375358587065273	0.850611339339955	0.204547678816266	4.15849910525756	0.000205116028503643	0.337143003949266	CSF	276
Q15797	0.264022557357599	0.0464512455617952	5.68386389136463	2.21783119860225e-06	0.0163525975816054	0.083540244716231	0.195745148187581	0.845974845235715	0.00112567739412986	CSF	1373
Q15814	-0.856270132796183	0.445231505054047	-1.92320202653278	0.0628621438719721	0.21018394273417	0.186062267396596	1.12964302582725	0.266533602645863	0.0361744525553759	CSF	996
Q15818	0.797369137217742	1.31548427492353	0.606141139364126	0.548446824768704	0.945503651197081	0.253832149881126	3.72491684619098	0.000706923926065841	0.289817314127275	CSF	393
Q15828	0.758771400138929	0.26060385520712	2.91158931450143	0.00630729138495028	0.828058951035978	0.234775125972475	3.52703016388994	0.00122617204282053	0.267871605798467	CSF	432
Q15831	-0.394287701934239	0.107180468088451	-3.67872718757723	0.000804606836579259	0.189141030818259	0.156216568692454	1.21076165224589	0.234336202210502	0.0413338437488823	CSF	976
Q15846	1.06856611264899	0.631099832768132	1.6931807887859	0.0995657650686587	0.879486304542396	0.229679603349061	3.82918766715987	0.000526844133315993	0.30131260209273	CSF	369
Q16270	8.48649771059766	5.14479561512606	1.64953058303167	0.108249249986853	-0.374612723840086	0.838134090352256	-0.446960370843097	0.657737989781923	0.00584137122069449	CSF	1255
Q16288	0.399952834392803	0.558478040071531	0.716147826227109	0.478790331028529	0.934125690058728	0.186180902779577	5.01730132421077	1.63134784418042e-05	0.425416652900336	CSF	146
Q16363	0.494903078461076	0.763075975112221	0.648563307720826	0.520977385083338	0.906763282437481	0.351130531759026	2.58241081427739	0.0142903680025275	0.163979220778542	CSF	676
Q16543	-0.37178423282729	0.0740321450719732	-5.02192976396733	1.60896678992178e-05	0.172516553393407	0.15421705130172	1.11866069242813	0.271126449234021	0.0354993470569993	CSF	1000
Q16552	-0.173667260874745	0.0880110875344155	-1.97324298267346	0.0566412637153108	0.10369330403507	0.129500410257795	0.800717957793719	0.428854981158056	0.0185083134322281	CSF	1108
Q16595	0.38269812097898	0.110369517587334	3.46742587396159	0.0014444781935833	0.777881570568375	0.239690115787479	3.24536357293132	0.00263527047282072	0.236510682879707	CSF	506
Q16619	-0.425483041910467	0.0935330567966891	-4.54901247197909	6.55017364510848e-05	0.0415328235575706	0.12226846344054	0.339685495252569	0.736182883458335	0.00338223448176262	CSF	1314
Q16620	1.17612901095617	0.648106824317082	1.81471474582215	0.0783990195108474	0.763097834528299	0.165602576141367	4.60800702687667	5.50360504912361e-05	0.384434099173479	CSF	203
Q16627	0.331052755792903	0.752736614791876	0.43979892739034	0.662865777279699	0.760009687057541	0.430997852008124	1.7633723312459	0.0868238810204658	0.0837921149208295	CSF	850
