protein	Intercept_value	Intercept_se	Intercept_t	Intercept_p	beta_value	beta_se	beta_t	beta_p	rsquared	samples	rsquared_rank
Q03405	-0.127096367298437	0.063855103092252	-1.99038700344465	0.0546366170176812	0.666165141170611	0.12841109292316	5.18775384591763	9.80238423342271e-06	0.441824943183999	PLA	846
Q03426	-0.96616978927641	0.215271220563504	-4.48815121105051	7.8357198580566e-05	0.887808723186022	0.0672673181472007	13.1982179108618	6.17474513868159e-15	0.836689959883607	PLA	129
Q03431	-1.33750907460583	0.129244814447058	-10.3486478767294	4.81498447238606e-12	0.748567639675717	0.125466614023249	5.96626955707122	9.52551944074587e-07	0.511468790483978	PLA	748
Q04637	1.17155871795232	0.26738509502702	4.38154085527442	0.000107138532851515	0.84510123156304	0.0656844698787601	12.8660737176219	1.27618087373441e-14	0.829604557253182	PLA	151
Q04759	0.04939751238339	0.071400767989709	0.69183446865039	0.493738998980144	0.384400161984479	0.0914210601757297	4.20472220783246	0.000179397233069673	0.342101302081204	PLA	965
Q04760	-4.12377117773734	0.29873300019754	-13.804203670202	1.69492990642517e-15	0.918745691520139	0.0826867994094758	11.1111531475585	7.34378501449359e-13	0.784069024508302	PLA	263
Q04900	0.0522055088604329	0.0750451040275197	0.695655093519341	0.491372790754203	0.570863156571109	0.130808471656183	4.36411456645992	0.000112744228074564	0.359040774497261	PLA	943
Q05084	0.598608028676472	0.178075660166242	3.36153760776539	0.00192768073627833	0.692324852783505	0.0618627821195497	11.1912983713792	6.05280914296049e-13	0.786492725035688	PLA	253
Q05315	0.977963203043908	0.162624942307155	6.0136113757802	8.26911430757166e-07	0.745031670261234	0.0870560434424513	8.55806950098462	5.36301733091737e-10	0.682955758210734	PLA	466
Q05516	-0.592598599029195	0.255374504161316	-2.32050807489718	0.0264468664904707	0.794176409489861	0.0785801255243158	10.1065810749324	8.88569346666828e-12	0.750262556730993	PLA	347
Q06033	0.273978383740119	0.0605717457810475	4.52320434564468	7.06768047363321e-05	0.700183954133277	0.114116578611159	6.13569003430328	5.74424686516486e-07	0.525449131601353	PLA	729
Q06141	0.498469131085337	0.0715311767212964	6.96855768258222	4.89943892253154e-08	0.768537609300543	0.0927576987759694	8.28543203898076	1.13954401454027e-09	0.668772184704212	PLA	483
Q06323	0.0508308547629695	0.110870169210039	0.458471878640975	0.649530670820607	1.04656442228514	0.07530599037643	13.8974923117498	1.3939879697122e-15	0.850312775344579	PLA	93
Q06418	0.147724900242374	0.0626595111287893	2.35758143626022	0.0242896741585004	0.746264834406848	0.126796652366908	5.88552473962328	1.21265893615313e-06	0.504657685287972	PLA	763
Q06520	0.831913459804868	0.0927100524741966	8.97328215876493	1.73263895922169e-10	0.570312546739476	0.0801660441130989	7.11414106869081	3.20411201215805e-08	0.598161010552733	PLA	606
Q06787	0.270779669736266	0.0540838373085442	5.00666526658396	1.68395893665336e-05	0.0977248919721651	0.039050439403691	2.5025298937591	0.0173021816959741	0.155545026376545	PLA	1167
Q06830	0.58305092487582	0.0829766046573949	7.02669056275802	4.13425341480713e-08	0.965713559619788	0.0748042475273068	12.9098759969113	1.15883028621329e-14	0.830563290861725	PLA	146
Q07011	-0.140528061714131	0.110654667994618	-1.26996957526424	0.21271847469952	0.49116016848256	0.174241081738975	2.81885399000421	0.00797836166063383	0.18943283260553	PLA	1136
Q07065	0.332912701639544	0.0818411379500227	4.06779169960761	0.000266518074737727	0.683957547074796	0.156988880720269	4.35672605560842	0.000115207222534272	0.358261258541443	PLA	946
Q07108	0.0594229978208064	0.223446542197562	0.26593831901085	0.791892765151843	0.943820284271031	0.0610642878929949	15.4561744161321	6.07383307395333e-17	0.875409192664132	PLA	44
Q07325	-0.513548421851363	0.110802998512732	-4.63478812617472	5.08480890667485e-05	0.775348883066983	0.110717459338834	7.00295046234889	4.43096750668383e-08	0.590565251440508	PLA	620
Q07507	0.135387016258048	0.0658645617707119	2.05553658322906	0.0475720759386886	0.333766218948272	0.103939046774423	3.21117259880822	0.00288689305113273	0.232707070020961	PLA	1087
Q07654	0.307576718827416	0.112672342911533	2.72983334578313	0.00996440748400824	0.294856729862379	0.182529458283817	1.6153925653135	0.115468803074127	0.071279138721917	PLA	1221
Q07812	0.372341247038928	0.220971059520188	1.68502268056017	0.101143128109506	0.789567891958735	0.0766355120061815	10.3028983729508	5.40296035634084e-12	0.757402289199812	PLA	332
Q07954	-0.717170880717923	0.170500289314481	-4.20627368787118	0.000178591266017173	0.727087563940455	0.11598317537503	6.26890548210486	3.86294668482112e-07	0.536147581984035	PLA	701
Q07960	0.12555232770842	0.142019445284902	0.884050261262131	0.382878029040932	0.743490025710259	0.0768021988393269	9.68058254771675	2.66104782037057e-11	0.733779494811058	PLA	382
Q08174	-0.15814552632296	0.0577582889973365	-2.7380576722114	0.00976323349545302	0.709370289798303	0.116095031391529	6.11025537695889	6.19691757821803e-07	0.523377097144839	PLA	733
Q08334	0.141390826816763	0.0780814046047498	1.81081305507357	0.0790139233646104	0.431521395072888	0.152816251196725	2.82379257241023	0.0078798162737207	0.189970973289284	PLA	1134
Q08345	0.204875115312916	0.0772248575292361	2.65296851127699	0.0120398345104065	0.210824638059227	0.135087970964348	1.56064701064218	0.127867995866525	0.0668471993213025	PLA	1224
Q08431	-0.104620036502648	0.0652452669261427	-1.60348852003437	0.118077493398363	0.729810703290833	0.112430251063901	6.49123075315414	1.99669345936398e-07	0.553431152774966	PLA	674
